SUBTIPO,ESTRATO,NIVEL_PISO,VAL_ARRIEN,AREA_M2,ALCOBAS,BANOS,GARAJES,ESTAR,ESTUDIO,ALC_SERVIC
1,5,0,4000000,300,6,4,3,0,0,0
0,5,3,1300000,86,3,2,1,0,0,0
0,5,2,900000,90,3,2,0,0,0,0
1,5,0,5500000,380,4,3,1,0,0,1
0,5,3,950000,80,3,2,0,0,0,0
0,5,3,1200000,80,3,2,1,0,0,0
0,5,1,1500000,149,3,3,1,0,0,0
0,5,3,950000,95,3,2,1,0,1,0
0,5,3,900000,52,1,1,1,0,0,0
0,5,2,1500000,65,3,2,1,0,0,0
0,5,3,800000,50,1,1,1,0,0,0
0,5,4,900000,50,1,1,1,0,0,0
0,5,1,1600000,149,3,3,1,0,0,0
0,5,3,1000000,90,3,2,1,0,0,0
0,5,2,1250000,65,3,2,1,0,0,0
0,5,12,1800000,94,3,2,1,0,0,0
0,5,5,1800000,89,3,2,1,0,0,0
0,5,4,1400000,95,3,2,1,0,0,0
0,5,4,1000000,79,3,2,1,0,0,0
0,5,9,950000,38,1,1,1,0,0,0
0,5,10,950000,38,1,1,1,0,0,0
0,5,7,950000,46,1,1,1,0,0,0
0,5,0,1200000,120,3,3,1,0,0,1
1,5,0,900000,80,2,2,0,0,0,0
0,5,2,1100000,107,3,2,0,0,0,0
1,5,0,650000,43,2,1,0,0,0,0
1,5,0,3800000,240,5,3,1,0,0,0
1,5,0,1500000,130,4,4,1,0,1,1
1,5,0,3500000,320,4,3,1,0,0,0
1,5,0,1300000,100,2,2,0,0,0,1
1,5,0,1600000,120,3,3,1,0,0,1
1,5,0,650000,30,1,1,0,0,0,0
0,5,3,600000,42,2,1,0,0,0,0
0,5,0,700000,50,2,1,0,0,0,0
0,5,3,850000,60,2,2,1,0,0,0
0,5,1,750000,45,2,1,0,0,0,0
0,5,4,1000000,60,2,2,1,0,0,0
0,5,3,1100000,60,2,2,1,0,0,0
0,4,4,1200000,75,3,2,1,0,0,0
0,4,2,1200000,65,3,2,1,0,0,0
0,4,2,1200000,75,3,2,1,0,0,0
0,4,4,1000000,62,3,2,1,0,1,0
0,4,4,780000,51,3,2,1,1,0,0
0,4,2,960000,60,3,2,0,0,0,0
0,4,2,830000,60,3,2,0,0,0,1
0,4,2,950000,60,3,2,0,0,0,0
0,4,1,850000,54,3,2,1,0,0,0
0,4,2,800000,56,3,2,0,0,0,0
0,4,5,900000,60,2,1,0,0,0,0
0,4,2,800000,60,3,2,0,0,0,0
0,4,1,900000,60,3,2,0,0,0,0
0,4,2,1000000,60,3,2,0,0,0,0
0,4,2,900000,57,3,2,1,0,0,0
0,4,1,950000,56,3,2,0,0,0,0
0,4,2,900000,60,3,2,0,0,0,0
0,4,1,950000,67,3,2,0,0,0,0
0,4,1,900000,55,3,2,0,0,0,0
0,4,5,1000000,65,3,2,0,0,0,0
0,4,4,850000,64,3,2,1,0,0,0
0,4,3,950000,60,3,2,1,0,0,0
0,4,1,1000000,60,3,2,1,0,0,0
0,4,3,980000,70,3,2,0,0,1,0
0,4,2,950000,65,3,2,1,0,0,0
0,4,2,830000,64,3,2,1,0,0,0
0,4,3,800000,67,3,2,1,0,1,0
0,5,3,850000,120,4,3,0,0,0,0
0,5,3,970000,55,4,3,0,0,0,0
0,5,2,880000,105,3,3,0,0,0,0
1,5,0,1200000,110,3,2,0,0,0,0
1,5,0,1550000,300,4,4,1,0,0,1
0,5,2,1000000,100,3,3,0,0,0,1
0,5,0,1200000,110,3,3,0,0,0,1
0,5,0,3000000,80,4,2,1,0,0,0
0,5,5,1350000,121,3,2,1,0,0,1
0,5,4,1000000,72,2,2,1,0,0,1
0,5,5,1450000,121,3,3,1,0,0,1
0,5,2,800000,110,3,3,0,1,0,0
0,5,0,980000,104,2,2,0,0,0,0
0,5,5,1350000,85,3,2,1,0,0,0
0,5,2,1100000,104,3,3,0,0,0,0
0,5,2,950000,65,2,1,1,0,0,0
1,5,0,2400000,250,7,4,1,0,0,0
1,5,0,1040000,120,4,2,1,0,0,0
1,5,0,2400000,170,6,4,1,0,0,0
1,5,0,3500000,280,3,2,0,0,0,0
1,5,0,1420000,174,3,3,1,0,0,1
1,5,0,680000,60,2,2,1,0,0,0
0,5,1,800000,80,2,1,1,0,0,0
0,4,1,750000,35,1,1,0,0,0,0
0,4,4,1250000,86,3,2,1,0,0,0
0,4,4,1200000,65,3,2,1,0,0,0
0,4,4,1400000,80,3,2,1,0,0,0
0,4,3,1250000,85,3,2,1,0,0,0
0,4,2,950000,70,2,3,1,0,0,0
0,4,2,1600000,160,3,3,0,0,0,0
0,4,1,1600000,140,3,2,0,0,0,0
0,4,6,1000000,70,2,3,1,0,0,0
0,4,0,1200000,135,3,2,1,0,0,1
0,4,4,1300000,135,3,2,1,0,0,0
0,4,1,1100000,74,2,3,1,0,0,0
0,4,0,800000,70,2,2,1,0,0,1
0,4,3,1400000,92,3,3,1,0,0,1
0,4,1,950000,73,2,2,1,0,0,1
0,4,2,1000000,68,2,2,1,0,0,1
0,4,2,1400000,90,3,3,1,0,0,1
0,4,3,1300000,100,3,3,1,0,0,1
0,4,3,1500000,110,3,3,1,0,0,0
0,4,4,1500000,98,4,3,2,0,0,1
0,4,5,1600000,90,3,2,1,0,0,0
0,4,2,1250000,75,2,2,0,0,1,1
0,4,2,1150000,75,3,2,1,0,0,0
0,4,4,1400000,80,3,3,0,0,0,0
0,4,4,1350000,70,3,2,1,0,0,0
0,4,1,820000,45,1,1,0,0,0,0
0,4,4,1150000,56,2,2,1,0,0,0
0,4,4,1100000,56,2,2,1,0,0,0
0,5,2,900000,45,1,1,1,0,0,0
0,5,4,2000000,120,4,3,1,0,0,0
1,5,0,3300000,300,5,4,1,0,0,0
1,5,0,3000000,250,7,3,1,0,0,0
1,5,0,2000000,150,5,3,1,0,0,0
1,5,0,2000000,178,5,3,1,0,0,0
1,5,0,3000000,380,6,3,2,0,0,0
1,5,0,3200000,380,6,3,2,0,0,0
0,5,2,1300000,73,3,2,1,0,0,0
0,5,3,1000000,70,3,2,1,0,0,0
0,5,5,1200000,80,3,3,1,0,1,0
0,5,2,1400000,92,3,3,1,0,1,0
0,5,2,1300000,92,3,3,1,0,0,0
0,5,4,1100000,80,3,2,1,0,0,0
0,5,4,1300000,80,3,2,1,0,0,0
0,5,2,1300000,80,4,2,1,0,0,0
0,5,3,900000,80,3,3,1,0,0,1
0,5,2,1100000,80,4,2,1,0,0,0
0,5,3,1300000,139,3,3,1,0,1,1
1,5,0,4000000,400,5,3,1,0,0,1
0,4,4,1300000,70,3,2,1,0,0,0
0,4,4,1350000,86,3,3,1,1,0,1
0,4,3,1100000,60,2,2,1,0,0,0
0,4,5,950000,48,1,1,1,0,0,0
0,4,7,1600000,74,3,3,1,0,0,1
1,4,4,1350000,80,3,3,1,0,0,1
0,4,7,700000,70,2,2,0,0,0,0
0,4,7,1100000,80,3,2,1,0,0,1
0,4,5,1000000,80,3,2,1,0,0,1
0,4,3,1300000,70,3,2,1,0,0,0
0,4,1,1400000,80,3,2,1,0,0,1
0,4,0,950000,70,3,2,1,0,0,1
0,4,1,950000,80,3,3,1,0,0,1
0,4,3,1100000,90,3,2,1,0,0,0
0,4,3,1350000,85,3,2,1,0,0,0
0,4,2,1100000,80,3,2,1,0,0,0
0,4,3,830000,55,2,1,0,0,0,0
0,4,5,950000,78,3,2,1,0,0,0
0,4,5,1000000,80,3,2,1,0,0,0
0,4,4,1300000,85,4,2,1,0,0,0
0,4,2,950000,78,3,2,1,0,0,0
0,4,2,1200000,86,3,2,1,0,0,0
0,4,5,950000,70,3,2,1,0,0,0
0,4,2,1200000,63,2,2,1,0,0,0
0,4,3,1050000,85,3,1,1,0,0,0
0,4,4,1200000,80,4,2,1,0,0,0
0,4,2,950000,78,2,2,1,0,1,0
0,4,4,1100000,86,3,2,1,0,1,0
0,4,5,950000,80,3,2,0,0,0,0
0,4,5,1000000,80,3,2,1,0,0,0
0,4,5,920000,85,3,2,1,0,0,1
0,4,2,900000,72,3,2,1,0,0,0
0,4,5,1000000,97,3,2,1,0,0,0
0,4,3,900000,75,3,2,1,0,0,0
0,4,4,850000,70,3,2,1,0,0,0
0,4,1,800000,50,1,1,1,0,0,0
0,4,2,1100000,75,3,2,1,0,0,0
0,4,7,1200000,78,3,2,1,1,0,0
0,4,0,1150000,78,2,2,1,0,0,0
0,4,9,1300000,80,3,2,1,0,0,0
1,4,1,1500000,112,4,5,1,0,0,0
0,4,1,930000,68,3,2,1,0,0,0
0,4,2,1200000,75,4,2,1,0,0,0
0,5,0,950000,85,3,3,0,0,0,0
0,4,1,650000,53,3,1,0,0,0,0
0,5,9,660000,32,1,1,0,0,0,0
0,5,8,1500000,78,3,2,1,0,0,0
0,5,0,930000,40,1,1,1,0,0,0
0,5,9,900000,35,1,1,1,0,0,0
0,5,2,900000,44,2,2,0,0,0,0
0,5,3,1150000,65,2,2,1,0,0,0
0,5,2,830000,60,2,1,1,0,0,0
0,5,6,1300000,67,2,1,1,0,1,0
0,5,7,1150000,70,2,1,1,0,0,0
0,5,2,1100000,60,2,1,1,0,0,0
0,5,6,720000,54,1,1,1,0,0,0
0,5,4,900000,70,2,2,1,0,1,0
0,5,2,950000,49,1,1,1,0,0,0
0,5,3,890000,92,3,3,1,0,0,1
0,5,2,950000,75,2,2,1,0,0,1
0,5,3,950000,92,3,3,1,0,0,1
0,5,2,1300000,174,3,3,1,0,0,1
0,5,3,960000,92,3,3,1,0,0,0
0,5,1,450000,25,1,1,0,0,0,0
0,5,1,1100000,115,3,3,1,0,0,1
0,5,2,1400000,150,3,2,1,0,1,0
0,5,4,850000,55,2,3,0,0,0,0
0,5,3,1200000,90,3,2,0,0,0,0
0,5,3,1050000,120,3,2,1,0,0,0
0,5,4,1200000,60,2,2,1,0,0,0
1,5,0,2150000,300,4,4,0,0,0,1
1,5,0,1650000,300,5,4,0,0,0,1
0,5,2,1200000,87,3,2,1,0,0,0
0,5,2,950000,54,2,1,1,0,1,0
0,5,3,1100000,54,1,1,1,0,0,0
0,5,4,750000,59,1,2,1,0,0,0
0,5,1,740000,70,2,1,1,0,0,0
0,5,4,890000,60,1,1,1,0,0,0
0,5,3,950000,55,1,1,1,0,0,0
0,5,4,1300000,105,3,3,1,0,1,0
0,5,4,850000,87,3,3,1,0,0,0
0,5,4,950000,73,2,2,1,0,0,0
0,5,4,950000,73,2,2,1,0,0,0
1,5,0,880000,110,3,2,1,0,0,1
0,5,5,750000,50,2,1,0,0,0,0
1,5,0,2000000,160,5,5,0,1,0,1
1,5,0,1500000,240,6,2,0,0,0,0
1,5,0,1300000,162,4,3,0,0,0,1
0,5,2,1200000,89,3,3,1,0,0,0
0,5,3,1250000,80,3,3,1,0,0,0
1,5,0,2500000,250,5,3,2,0,0,0
0,5,1,900000,88,3,2,0,0,0,0
0,5,1,850000,88,2,2,0,0,0,0
1,5,0,1100000,75,2,1,0,0,0,0
0,4,1,400000,25,1,1,0,0,0,0
0,4,1,370000,35,1,1,0,0,0,0
0,4,1,500000,35,1,1,1,0,0,0
0,4,0,270000,25,1,1,0,0,0,0
0,4,0,290000,25,1,1,0,0,0,0
0,4,0,290000,25,1,1,0,0,0,0
0,4,2,1000000,130,3,3,1,0,0,1
0,4,4,1400000,140,5,4,0,0,0,0
0,4,5,1200000,120,3,3,1,0,0,1
0,4,6,1200000,120,2,3,1,0,0,0
0,4,8,1100000,125,3,3,1,0,0,1
0,4,5,1500000,120,3,3,1,0,0,0
0,4,6,1000000,135,4,4,1,0,0,1
0,4,5,1200000,84,3,2,1,0,0,1
0,4,3,1300000,70,2,3,1,0,0,1
0,4,3,930000,99,3,3,1,0,0,1
0,4,6,390000,40,1,1,0,0,0,0
0,4,1,330000,35,1,1,0,0,0,0
0,4,1,350000,28,1,1,0,0,0,0
0,4,1,1400000,100,3,2,2,0,0,0
0,4,6,370000,35,1,1,0,0,0,0
0,4,2,1500000,96,3,3,1,1,0,1
1,4,0,1200000,100,3,2,0,0,0,0
0,4,3,630000,85,3,2,0,0,0,0
1,4,0,2500000,170,1,5,0,0,0,0
0,4,2,1200000,110,5,2,0,0,0,0
0,4,2,700000,65,3,2,0,0,0,0
0,4,4,690000,65,2,2,1,0,0,1
0,4,2,1000000,105,3,2,1,0,0,0
0,4,3,900000,105,2,2,1,0,0,0
1,4,0,3000000,380,6,5,2,0,0,0
1,5,0,1100000,160,3,3,0,0,0,1
0,5,3,550000,35,1,1,0,0,0,0
1,5,0,1100000,140,4,2,0,0,0,0
0,5,3,1200000,100,3,2,1,0,0,0
1,5,1,11500000,610,15,10,2,1,0,0
0,5,4,1800000,89,3,2,1,0,0,0
0,5,2,1450000,137,3,2,0,0,0,0
1,5,0,5500000,230,5,3,0,0,0,0
0,5,4,1200000,102,3,3,1,0,0,0
0,5,3,1400000,83,3,3,1,0,0,0
0,5,3,1100000,60,3,2,1,0,0,0
1,5,0,8500000,460,8,6,1,0,0,0
0,4,2,770000,45,1,2,1,0,0,0
0,4,0,1280000,60,2,2,1,0,0,0
0,4,2,1100000,77,2,2,1,0,0,0
0,4,3,1200000,68,3,2,0,0,0,0
0,4,5,1250000,80,3,2,1,0,0,0
0,4,5,1400000,80,3,2,1,0,0,0
0,4,3,1000000,66,3,2,1,0,0,0
0,4,0,900000,67,2,2,0,0,0,0
0,4,3,1400000,70,3,2,1,0,0,0
0,4,5,1300000,75,3,2,1,0,0,0
0,4,3,1250000,75,3,2,1,0,0,0
0,4,3,1000000,70,3,2,1,0,0,0
0,4,4,1250000,70,3,2,1,0,0,0
0,4,1,700000,47,1,1,1,0,0,0
0,4,0,800000,38,1,1,0,0,0,0
0,4,2,650000,45,1,1,0,0,0,0
0,4,4,800000,60,2,1,1,0,0,0
0,4,2,1400000,116,3,2,2,0,1,0
0,4,4,920000,60,2,2,1,0,0,0
0,4,0,1300000,60,2,2,1,0,0,0
0,4,6,1150000,82,3,2,1,0,0,0
0,4,2,1100000,65,2,2,1,0,0,0
0,4,4,830000,72,3,2,1,0,0,0
0,4,4,850000,78,3,2,1,0,0,0
1,5,0,2200000,240,5,3,1,0,1,1
1,5,0,560000,36,1,1,0,0,0,0
1,5,0,1200000,80,3,2,1,0,0,0
1,5,0,1120000,100,4,2,0,0,0,0
0,5,3,1450000,100,4,3,0,0,0,0
1,5,1,1300000,155,4,2,0,0,0,0
1,5,0,1200000,110,4,2,0,0,0,0
1,5,2,1250000,160,4,2,0,0,0,0
0,5,1,400000,35,1,1,0,0,0,0
0,5,0,900000,40,1,1,0,0,0,0
0,5,5,850000,64,3,2,0,0,0,0
0,4,3,800000,76,2,1,0,0,1,0
0,4,3,980000,65,2,2,0,0,0,0
0,4,0,950000,75,2,2,0,0,0,0
0,5,4,1400000,100,3,2,1,0,0,0
1,5,0,950000,80,2,1,0,0,0,0
0,5,3,830000,47,2,1,0,0,0,0
0,4,4,1100000,80,3,2,1,0,0,0
0,4,5,1100000,105,5,3,1,0,0,0
0,4,4,1150000,80,3,2,1,0,0,0
0,4,5,1350000,105,4,3,0,0,0,0
0,4,5,1250000,110,3,3,1,0,0,0
0,4,5,1350000,100,4,3,0,0,0,0
0,4,2,1300000,70,3,2,1,0,0,0
0,4,4,1000000,75,3,2,0,0,0,0
0,4,2,950000,66,3,2,1,0,0,0
0,4,4,850000,66,3,2,0,0,0,0
0,4,1,700000,55,2,2,0,0,0,0
0,5,0,820000,75,3,2,0,0,0,0
0,5,4,1000000,80,3,2,0,0,0,0
1,5,0,1200000,143,3,2,1,0,0,1
0,5,4,1050000,79,3,1,0,0,0,0
1,5,0,1550000,280,4,2,1,0,0,0
1,5,0,1200000,200,5,3,0,0,0,1
0,5,2,1400000,64,2,2,1,0,0,0
0,5,4,1300000,70,2,2,1,0,0,0
0,5,1,1400000,80,3,2,1,0,0,0
0,5,1,1400000,70,3,2,1,0,0,0
0,5,3,1250000,60,2,2,1,0,0,0
0,5,3,1500000,60,3,2,1,0,0,0
0,5,3,1700000,65,2,2,0,0,0,0
0,5,4,1650000,57,2,2,1,0,0,0
0,5,4,1100000,110,3,4,1,0,0,1
0,5,2,1300000,85,3,2,1,0,0,0
0,5,3,900000,80,2,2,0,0,0,0
0,5,2,600000,34,1,1,0,0,0,0
0,5,0,530000,40,1,1,0,0,1,0
1,5,0,1900000,90,3,2,0,0,0,0
1,5,0,3200000,300,13,8,2,0,0,1
0,5,0,900000,65,2,1,1,0,0,0
1,5,0,6500000,370,4,3,0,0,0,0
0,5,1,950000,65,2,1,1,0,0,0
0,5,3,1100000,60,2,2,1,0,0,0
0,5,3,950000,60,2,2,0,0,0,0
0,5,5,1200000,95,3,2,1,0,0,0
0,5,3,950000,55,2,2,0,0,0,0
0,5,5,1200000,95,3,2,1,0,0,0
0,5,4,1700000,56,3,2,1,0,0,0
0,5,3,1000000,110,3,2,0,0,0,0
1,5,0,1500000,90,2,2,2,0,0,0
1,5,1,1600000,110,2,3,0,0,0,0
0,5,4,1300000,100,3,3,1,0,1,1
0,5,3,1200000,103,3,2,1,1,1,1
1,5,0,2000000,250,5,3,1,0,0,0
1,5,0,1100000,56,2,1,0,0,0,0
1,5,0,1100000,50,2,1,0,0,0,0
0,5,0,1100000,55,2,2,0,0,0,0
1,5,0,2000000,170,3,2,2,0,0,1
1,5,0,3800000,200,5,3,2,0,0,0
1,5,0,2400000,168,3,2,1,1,1,1
0,5,3,950000,50,2,2,1,0,0,0
0,5,4,850000,72,2,2,0,0,0,0
0,5,4,850000,60,2,2,0,0,0,0
0,5,5,950000,65,3,2,0,0,0,0
0,5,4,880000,72,2,2,0,0,0,0
0,5,4,760000,60,3,2,0,0,0,0
0,5,3,1300000,78,2,3,1,0,0,1
0,5,2,1300000,90,3,2,1,0,0,1
0,5,3,1100000,90,2,3,1,1,0,1
0,5,8,1300000,140,3,4,1,0,0,1
1,5,0,3000000,280,4,5,1,0,0,1
1,5,0,3000000,280,4,5,1,0,0,1
1,5,0,3000000,200,4,4,1,0,0,1
1,5,0,2250000,300,4,3,1,0,0,1
0,5,3,2000000,130,4,2,0,0,0,0
0,5,2,1200000,27,4,2,0,0,0,0
0,5,4,1200000,120,4,2,0,0,1,0
0,5,3,1200000,140,5,3,0,0,0,0
0,5,3,1200000,60,3,2,0,0,0,0
0,5,4,700000,52,2,1,0,0,0,0
0,5,0,1200000,105,3,2,0,0,0,0
0,5,4,1000000,50,2,1,0,0,0,0
1,5,0,3650000,388,4,5,3,1,1,0
0,5,4,950000,105,3,2,0,0,0,0
0,5,0,740000,30,1,1,0,0,0,0
0,5,2,780000,70,2,2,1,0,0,0
0,5,2,1550000,76,1,2,1,0,0,1
0,5,2,2500000,180,3,4,1,0,0,1
0,5,2,1300000,120,3,2,2,0,0,0
0,5,2,1500000,106,3,2,2,0,0,0
0,5,2,1350000,77,3,2,1,0,1,0
0,5,2,1300000,77,3,2,1,0,0,0
1,5,0,3500000,220,4,5,0,0,0,1
1,5,0,4500000,200,4,4,1,0,0,0
1,5,0,4500000,430,9,6,1,0,0,1
1,5,0,2000000,370,4,4,1,0,0,0
1,5,0,3800000,250,4,3,2,0,0,1
1,5,0,3500000,230,4,3,2,0,0,0
1,5,0,3000000,110,4,1,1,0,0,0
0,5,2,700000,45,1,1,0,0,0,0
0,5,2,850000,45,1,1,0,0,0,0
0,5,2,750000,45,1,1,0,0,0,0
0,5,5,800000,60,1,1,0,0,0,0
0,5,4,950000,60,2,1,1,0,0,0
0,5,7,750000,60,1,1,0,0,0,0
0,5,2,800000,45,1,1,0,0,0,0
0,5,3,850000,65,2,2,1,0,0,0
0,5,4,950000,48,2,1,0,0,0,0
0,5,2,1300000,107,4,2,0,0,0,0
0,5,4,950000,68,2,2,1,0,0,0
0,5,3,1200000,85,4,2,0,0,0,0
0,5,0,1500000,100,3,2,0,0,0,0
0,5,2,1700000,84,3,2,1,0,0,0
0,5,2,1650000,80,3,2,1,0,0,0
0,5,2,650000,14,1,1,1,0,0,0
0,5,5,1450000,75,3,2,1,0,0,0
0,5,8,1500000,78,3,2,1,0,0,0
0,5,5,1550000,80,3,2,1,0,0,0
0,5,2,1800000,80,3,2,1,0,1,0
0,5,5,1350000,150,4,3,1,0,0,0
0,5,4,950000,80,3,2,1,0,0,0
0,5,3,1450000,87,3,2,1,0,1,0
0,5,4,1800000,100,3,2,1,0,0,0
0,5,4,1800000,110,3,2,1,0,0,0
0,5,5,1700000,110,3,3,1,1,0,0
0,5,5,1800000,110,3,2,1,0,0,0
0,5,2,1800000,110,3,2,1,0,0,0
0,5,1,850000,90,2,2,0,0,0,0
0,5,3,2300000,230,6,4,0,0,1,1
0,5,0,1500000,100,2,2,1,0,0,0
1,5,0,2000000,120,3,2,1,0,0,0
1,5,0,1900000,190,3,2,1,0,0,0
1,5,0,1200000,130,3,3,2,0,0,0
1,5,0,1300000,130,3,3,1,0,0,0
1,5,0,1700000,130,3,3,1,0,0,0
0,5,1,1700000,116,3,2,0,0,0,0
0,5,2,1100000,58,2,2,0,0,0,0
0,5,2,1250000,75,3,2,0,0,0,0
0,5,2,1200000,90,3,2,0,0,0,0
0,5,0,1200000,110,3,2,0,0,0,0
1,5,0,5500000,320,7,5,0,0,0,0
1,5,0,2200000,200,6,1,1,0,0,0
0,5,2,1700000,70,4,4,0,0,0,0
0,5,2,2000000,120,5,2,0,0,0,0
0,5,7,1300000,85,3,3,1,0,0,1
0,5,5,1650000,101,3,2,1,0,0,0
0,5,4,1700000,101,3,2,1,0,0,0
0,5,3,1550000,98,3,2,1,0,0,0
0,5,3,1750000,102,3,2,1,0,1,0
0,5,5,1000000,85,3,2,1,0,0,0
0,5,5,1500000,101,3,2,1,0,0,0
0,5,6,1550000,100,3,2,1,0,0,0
0,5,3,1650000,101,3,2,1,0,0,0
0,5,7,1600000,102,3,2,1,0,0,0
0,5,5,1600000,100,3,2,1,0,1,0
1,5,1,1300000,120,2,2,1,0,0,0
1,5,0,1500000,110,2,2,1,0,0,0
1,5,0,3800000,200,5,3,1,0,0,0
1,5,0,1350000,120,3,3,1,0,0,1
1,5,0,1200000,170,4,2,1,0,0,0
1,5,0,1750000,172,5,2,1,0,0,0
1,5,0,2500000,200,6,3,1,0,0,0
1,5,0,2700000,250,6,3,1,0,0,1
1,5,0,3200000,240,4,4,1,0,0,0
1,5,0,800000,50,2,1,0,0,0,0
1,5,0,1700000,100,3,2,0,0,0,0
0,5,2,800000,60,2,1,0,0,0,0
1,5,0,1750000,100,3,3,1,0,0,0
0,5,2,650000,30,1,1,0,0,0,0
0,5,4,700000,40,1,1,0,0,0,0
0,5,2,510000,32,1,1,0,0,0,0
0,5,0,650000,30,1,1,0,0,0,0
0,5,4,670000,40,1,1,0,0,0,0
0,5,4,640000,40,1,1,0,0,0,0
0,5,2,640000,30,1,1,0,0,0,0
0,5,3,420000,32,1,1,0,0,0,0
0,5,2,460000,32,1,1,0,0,0,0
0,5,2,750000,60,2,2,0,0,0,0
0,5,2,500000,30,1,1,0,0,0,0
1,5,0,2500000,300,5,3,1,0,0,0
0,5,6,1200000,100,3,2,1,1,0,0
0,5,2,1200000,80,2,2,1,0,0,0
0,5,6,1600000,100,3,2,1,0,0,0
1,5,0,3500000,200,6,3,0,0,0,0
0,5,3,1600000,80,3,2,1,0,0,0
0,5,7,1600000,98,3,2,1,0,0,0
0,5,2,1750000,100,3,2,1,0,1,0
0,5,9,1100000,48,1,1,1,0,0,0
0,5,3,950000,45,1,2,1,0,0,0
1,5,0,2400000,250,4,3,0,0,0,0
0,5,10,2300000,106,3,2,3,0,0,0
0,5,9,1700000,80,2,2,1,0,0,0
1,5,0,2200000,145,3,2,1,0,0,1
0,5,3,790000,50,1,1,1,0,0,0
0,5,3,870000,47,1,1,1,0,0,0
0,5,4,1150000,80,2,1,1,0,0,0
0,5,1,1100000,75,2,1,1,0,0,0
0,5,2,750000,46,1,1,0,0,0,0
0,5,5,1180000,160,2,3,1,0,0,0
0,5,4,1050000,68,2,1,1,0,0,0
0,5,4,900000,45,1,1,1,0,0,0
0,5,5,1250000,56,2,2,1,0,0,0
0,5,1,1100000,85,2,1,1,0,0,0
0,5,2,1250000,100,3,2,1,0,0,0
0,5,4,1000000,45,1,1,1,0,0,0
0,5,3,920000,41,1,1,1,0,0,0
0,5,7,1550000,100,3,2,1,0,0,1
0,5,2,1200000,70,2,2,1,0,0,0
0,5,7,1050000,65,2,2,1,0,0,0
0,5,1,1200000,40,1,1,0,0,0,0
0,5,4,1300000,100,3,2,1,0,0,0
0,5,1,1000000,27,1,1,0,0,0,0
0,5,4,1200000,58,2,2,1,0,0,0
0,5,5,1500000,80,3,1,1,0,0,0
0,5,7,2500000,100,3,2,1,0,0,0
0,5,6,1500000,80,3,1,1,0,0,0
0,5,7,950000,75,2,2,1,0,0,0
1,5,0,3000000,120,4,2,0,0,0,0
0,5,6,1350000,75,3,2,1,0,0,0
0,5,2,1250000,70,2,2,1,0,0,0
0,5,5,1200000,100,3,2,1,0,0,0
0,5,5,1900000,85,3,2,1,0,0,0
0,5,8,1400000,85,3,2,1,0,1,0
0,5,6,1100000,60,3,2,1,0,0,0
0,5,6,1400000,78,3,2,1,0,0,0
0,5,1,2300000,90,4,2,1,0,0,0
1,5,0,3500000,360,4,3,1,0,0,0
0,5,1,2400000,160,4,3,1,0,0,1
0,5,1,1200000,56,2,2,1,0,0,0
1,5,0,4500000,300,6,4,1,0,0,0
0,5,5,950000,110,3,3,1,0,0,1
0,5,4,1000000,100,3,3,1,0,0,1
0,5,3,1500000,124,3,3,1,1,0,1
0,5,3,850000,45,1,1,1,0,0,0
0,5,5,950000,38,1,1,1,0,0,0
0,5,8,950000,72,2,2,1,0,0,0
0,5,7,1320000,66,2,2,1,0,1,0
0,5,6,1500000,63,2,2,1,0,1,0
0,5,2,920000,48,1,1,1,0,0,0
0,5,10,680000,46,1,1,1,0,0,0
0,5,7,620000,28,1,1,0,0,0,0
0,5,2,750000,45,1,1,1,0,0,0
0,5,7,750000,30,1,1,1,0,0,0
0,5,3,950000,46,1,1,1,0,0,0
0,5,5,650000,40,1,1,0,0,0,0
0,5,6,1100000,45,1,1,1,0,0,0
0,5,2,1200000,104,2,3,1,0,0,1
0,5,3,1100000,80,2,2,1,0,1,0
0,5,7,1300000,70,2,2,1,0,0,0
0,5,4,1300000,80,2,2,1,0,0,1
0,5,4,1350000,70,2,2,1,0,0,1
0,5,6,1500000,68,2,2,1,0,0,0
0,5,6,1400000,85,2,2,1,0,0,0
0,5,11,1200000,78,1,1,1,0,0,0
0,5,6,1800000,78,2,2,1,0,0,0
0,5,5,2000000,157,3,4,2,0,1,1
0,5,2,1500000,88,3,2,0,0,0,0
0,5,2,1500000,86,3,2,0,0,0,0
0,5,1,900000,40,1,1,0,0,0,0
0,5,2,1000000,70,3,2,0,0,0,0
0,5,2,1100000,70,3,2,0,0,0,0
1,5,0,1000000,130,3,2,0,0,0,0
1,5,0,6000000,480,5,3,1,0,0,0
0,5,0,1800000,200,4,4,0,0,0,0
0,5,2,1100000,90,3,2,0,0,0,0
0,5,2,1000000,90,3,2,0,0,0,0
1,5,0,1500000,100,3,2,1,0,0,0
1,5,0,1400000,110,4,3,0,0,0,0
1,5,0,940000,80,3,2,0,0,0,0
1,5,0,5500000,800,10,4,2,0,0,0
0,5,3,1700000,140,4,2,0,1,0,0
0,5,3,1200000,123,4,2,0,0,0,0
1,5,0,1550000,110,4,2,0,0,0,0
0,5,1,820000,47,1,1,0,0,0,0
0,5,4,1300000,100,3,2,1,0,0,0
0,5,1,690000,48,1,1,0,0,0,0
0,5,4,1380000,72,3,2,1,0,0,0
0,5,3,950000,100,2,2,1,1,0,0
0,5,3,1350000,100,2,2,1,0,0,0
0,5,1,1350000,180,3,3,1,0,0,0
0,5,4,680000,55,2,1,0,0,0,0
